edad;estado_civil;educacion;default;Blance_cuenta;Casa_propiedad;Prestamo;Dia_ultimo_contacto;Mes_ultimo_contacto;Duracion_ultimo_contacto;ID_campanna;Dias_campanna_ant;previous;Resultado_campanna_ant;Churn
34;soltero;secundaria;0;391;1;0;29;jan;77;1;265;2;fallido;1
37;casado;Universidad;0;183;1;0;29;jan;51;1;258;1;fallido;1
35;soltero;secundaria;0;175;1;0;29;jan;219;1;246;1;fallido;1
28;soltero;Universidad;0;0;1;0;29;jan;379;1;192;1;fallido;1
39;casado;secundaria;0;648;1;0;29;jan;85;2;240;1;fallido;1
28;soltero;Universidad;0;682;1;0;29;jan;356;1;255;2;NA;1
28;soltero;secundaria;0;1391;1;0;29;jan;462;2;247;1;fallido;1
59;casado;Universidad;0;2365;0;1;29;jan;36;1;188;4;fallido;1
44;casado;Universidad;0;149;1;0;29;jan;507;1;220;2;positivo;1
56;casado;primaria;0;420;1;0;29;jan;129;1;265;1;fallido;1
35;casado;Universidad;0;-272;0;1;29;jan;309;1;197;13;NA;1
50;casado;secundaria;0;2061;1;1;29;jan;197;2;244;3;fallido;1
34;soltero;secundaria;0;341;0;1;29;jan;136;1;262;3;fallido;1
34;soltero;secundaria;0;381;1;0;29;jan;83;1;262;1;fallido;1
31;casado;secundaria;0;678;1;0;29;jan;249;1;259;4;fallido;1
36;soltero;Universidad;0;658;1;0;29;jan;99;1;227;3;fallido;1
35;divorciado;Universidad;0;1242;1;0;29;jan;141;1;245;3;fallido;1
26;divorciado;Universidad;1;-402;0;1;29;jan;66;2;262;2;fallido;1
52;casado;secundaria;0;596;1;0;29;jan;113;1;188;1;NA;1
32;soltero;secundaria;0;138;1;0;29;jan;432;1;182;9;NA;1
39;casado;secundaria;0;1099;0;0;29;jan;211;2;245;6;fallido;1
40;soltero;secundaria;1;45;0;1;29;jan;261;1;182;23;NA;1
35;casado;secundaria;0;147;1;1;29;jan;41;1;184;7;fallido;1
32;soltero;secundaria;0;1139;1;0;29;jan;57;1;191;1;fallido;1
53;soltero;primaria;0;354;1;0;29;jan;133;1;226;2;fallido;1
47;casado;primaria;0;475;1;1;29;jan;99;2;251;7;NA;1
38;casado;primaria;0;406;1;0;29;jan;138;1;188;5;fallido;1
45;casado;primaria;0;300;1;0;29;jan;203;1;261;3;fallido;1
34;casado;Universidad;0;349;1;1;29;jan;133;2;185;3;fallido;1
55;divorciado;primaria;0;2923;1;0;29;jan;94;1;259;2;fallido;1
59;soltero;secundaria;0;671;1;1;29;jan;219;2;259;5;fallido;1
53;casado;secundaria;0;367;1;1;29;jan;155;1;261;2;fallido;1
52;casado;secundaria;0;1;0;0;29;jan;189;1;248;6;NA;1
39;divorciado;Universidad;0;208;1;0;29;jan;81;1;240;2;fallido;1
33;divorciado;NA;0;1279;1;0;29;jan;128;1;206;7;NA;1
60;divorciado;NA;0;-49;1;0;29;jan;188;1;261;2;fallido;1
53;divorciado;secundaria;0;246;1;0;29;jan;158;2;247;1;fallido;1
38;soltero;Universidad;0;16957;1;0;29;jan;208;1;247;2;fallido;1
28;casado;secundaria;0;232;1;1;29;jan;72;1;261;1;fallido;1
40;divorciado;primaria;0;4168;1;0;29;jan;91;1;223;3;fallido;1
26;soltero;primaria;0;155;1;0;29;jan;291;1;244;4;fallido;1
46;casado;secundaria;0;-3;1;0;29;jan;79;2;265;2;fallido;1
45;casado;secundaria;0;398;1;0;29;jan;227;1;246;5;fallido;1
56;soltero;Universidad;0;6507;1;1;29;jan;134;1;196;1;fallido;1
28;soltero;Universidad;0;882;0;1;29;jan;94;1;205;2;fallido;1
40;casado;secundaria;0;56;1;1;29;jan;194;1;247;1;fallido;1
58;casado;secundaria;0;1298;1;0;29;jan;522;2;245;4;fallido;1
28;soltero;secundaria;0;527;1;0;29;jan;161;2;265;1;fallido;1
30;soltero;secundaria;0;-61;0;0;29;jan;111;2;196;1;fallido;1
41;casado;Universidad;0;-29;0;0;29;jan;41;2;266;2;fallido;1
30;soltero;secundaria;0;1923;0;1;29;jan;114;2;192;2;NA;1
32;casado;Universidad;0;2213;0;0;29;jan;125;2;154;7;fallido;1
49;soltero;Universidad;0;145;1;0;29;jan;57;2;248;38;fallido;1
47;casado;Universidad;1;-337;0;1;29;jan;243;4;161;2;fallido;1
27;soltero;secundaria;0;261;1;0;29;jan;236;2;247;2;fallido;1
28;soltero;Universidad;0;-214;1;0;29;jan;228;2;262;3;fallido;1
57;divorciado;Universidad;0;-676;1;1;29;jan;100;2;247;1;fallido;1
32;soltero;NA;0;317;1;0;29;jan;452;2;253;2;fallido;1
38;divorciado;secundaria;0;531;0;0;29;jan;214;3;226;7;fallido;1
30;soltero;secundaria;0;9;0;1;29;jan;194;2;205;2;fallido;1
29;soltero;Universidad;0;370;1;0;29;jan;119;2;251;5;fallido;1
31;casado;secundaria;0;0;0;0;29;jan;120;2;160;2;fallido;1
56;divorciado;primaria;0;29;0;0;29;jan;52;2;227;1;fallido;1
44;casado;secundaria;0;488;0;1;29;jan;138;2;183;11;fallido;1
34;casado;secundaria;0;-211;1;0;29;jan;135;2;184;5;fallido;1
33;casado;primaria;0;902;1;0;29;jan;207;2;247;2;fallido;1
36;casado;secundaria;0;1508;0;0;29;jan;187;2;185;8;fallido;1
26;soltero;Universidad;0;43;1;1;29;jan;169;3;246;1;fallido;1
28;soltero;secundaria;0;24;1;0;29;jan;284;2;196;2;fallido;1
35;divorciado;secundaria;1;362;0;0;29;jan;329;2;240;8;NA;1
33;soltero;secundaria;0;772;1;0;29;jan;323;2;259;3;positivo;1
30;casado;Universidad;0;112;1;0;29;jan;464;2;258;1;NA;1
57;divorciado;Universidad;0;1016;1;0;29;jan;462;2;234;5;fallido;1
29;casado;Universidad;0;1366;1;0;29;jan;90;2;245;3;fallido;1
32;casado;secundaria;0;356;1;0;29;jan;56;2;223;5;fallido;1
37;divorciado;secundaria;0;414;0;0;29;jan;293;2;162;4;fallido;1
50;casado;primaria;0;2142;1;0;29;jan;309;2;224;1;NA;1
40;soltero;secundaria;0;822;1;1;29;jan;155;2;245;3;fallido;1
32;soltero;secundaria;0;337;1;0;29;jan;213;2;261;1;NA;1
48;casado;secundaria;0;101;1;0;29;jan;414;2;192;3;fallido;1
45;soltero;secundaria;0;-55;0;0;29;jan;78;3;197;1;fallido;1
31;soltero;secundaria;0;304;0;0;29;jan;293;2;160;2;NA;1
27;soltero;secundaria;1;81;0;1;29;jan;123;2;205;2;positivo;1
47;casado;primaria;0;613;1;0;29;jan;49;3;255;2;NA;1
31;casado;Universidad;0;702;0;1;29;jan;157;3;182;29;fallido;1
45;casado;primaria;0;-407;1;1;29;jan;503;2;224;18;NA;1
32;casado;primaria;0;2291;1;1;29;jan;489;3;182;24;NA;1
37;casado;secundaria;0;1120;1;0;29;jan;88;3;244;5;fallido;1
47;soltero;secundaria;0;263;1;1;29;jan;127;2;255;1;NA;1
30;soltero;secundaria;1;-261;1;0;29;jan;1139;2;255;1;NA;1
33;casado;secundaria;0;554;1;0;29;jan;162;2;258;1;NA;1
33;soltero;secundaria;0;303;0;0;29;jan;483;2;266;1;fallido;1
32;casado;secundaria;0;-460;1;1;29;jan;131;2;206;6;NA;1
57;divorciado;secundaria;0;77;1;1;29;jan;168;3;246;2;fallido;1
47;casado;Universidad;0;1225;1;1;29;jan;191;3;227;2;fallido;1
39;soltero;Universidad;0;4023;1;0;29;jan;126;2;238;8;NA;1
28;soltero;secundaria;0;8;1;0;29;jan;389;2;254;3;fallido;1
31;divorciado;secundaria;0;0;0;0;29;jan;138;2;164;4;NA;1
39;divorciado;secundaria;0;1333;1;1;29;jan;585;2;246;1;fallido;1
31;casado;secundaria;0;10;1;1;29;jan;161;3;188;9;fallido;1
49;soltero;secundaria;0;61;1;0;29;jan;185;2;246;1;fallido;1
33;divorciado;secundaria;0;880;1;1;29;jan;263;3;239;1;fallido;1
39;casado;secundaria;0;360;1;0;29;jan;325;2;260;2;fallido;1
54;casado;secundaria;0;263;0;1;29;jan;283;4;195;7;fallido;1
35;soltero;secundaria;0;297;1;0;29;jan;251;3;265;4;fallido;1
26;soltero;secundaria;0;249;1;0;29;jan;235;3;262;5;fallido;1
31;soltero;Universidad;0;1724;1;0;29;jan;152;2;254;1;fallido;1
31;soltero;secundaria;0;442;1;0;29;jan;355;3;258;3;fallido;1
46;divorciado;Universidad;0;-154;1;1;29;jan;150;2;247;2;fallido;1
27;soltero;secundaria;0;223;0;1;29;jan;253;2;192;3;positivo;1
34;casado;secundaria;0;1137;0;0;29;jan;383;2;206;1;NA;1
31;soltero;primaria;0;3466;1;0;29;jan;267;3;183;25;NA;1
39;soltero;Universidad;0;313;0;1;29;jan;118;5;196;1;NA;1
30;casado;NA;0;1712;0;0;29;jan;213;3;190;2;fallido;1
28;soltero;secundaria;0;1166;0;1;30;jan;177;3;192;3;NA;1
34;casado;Universidad;0;1310;0;0;30;jan;521;3;158;7;NA;1
36;casado;secundaria;0;1053;1;0;30;jan;99;1;259;1;fallido;1
35;casado;secundaria;0;6411;1;1;30;jan;144;1;266;2;fallido;1
35;soltero;secundaria;0;951;1;0;30;jan;163;1;254;1;fallido;1
30;casado;secundaria;0;2212;1;0;30;jan;41;1;249;2;NA;1
36;soltero;Universidad;0;583;0;0;30;jan;859;1;235;1;NA;1
46;casado;NA;0;802;1;0;30;jan;445;1;189;1;fallido;1
47;casado;primaria;0;168;1;0;30;jan;66;1;241;1;NA;1
28;casado;secundaria;0;-247;1;1;30;jan;121;1;240;2;fallido;1
49;casado;Universidad;0;342;0;0;30;jan;433;2;228;1;fallido;1
59;casado;primaria;0;879;1;0;30;jan;126;5;259;7;fallido;1
29;soltero;Universidad;0;737;1;1;30;jan;499;5;248;1;fallido;1
35;soltero;Universidad;0;364;0;1;30;jan;162;3;205;3;fallido;1
35;soltero;secundaria;0;2144;1;0;30;jan;146;2;262;2;fallido;1
34;divorciado;secundaria;0;1301;1;0;30;jan;196;2;189;2;fallido;1
47;divorciado;Universidad;0;405;1;0;30;jan;236;1;260;1;fallido;1
26;divorciado;Universidad;0;3154;1;1;30;jan;350;3;248;1;fallido;1
34;divorciado;NA;0;975;1;0;30;jan;263;2;191;1;NA;1
31;soltero;Universidad;0;236;1;0;30;jan;200;1;259;1;fallido;1
33;casado;Universidad;0;525;1;1;30;jan;499;1;247;1;fallido;1
42;soltero;secundaria;0;60;1;1;30;jan;183;2;241;1;NA;1
60;divorciado;secundaria;0;663;0;1;30;jan;385;3;197;1;NA;1
29;casado;secundaria;0;957;1;1;30;jan;258;2;263;3;fallido;1
54;soltero;NA;0;1555;1;0;30;jan;258;5;248;2;fallido;1
58;casado;Universidad;0;0;0;1;30;jan;540;1;2;2;NA;1
36;divorciado;secundaria;0;5;1;0;30;jan;169;1;2;2;NA;1
45;divorciado;secundaria;0;440;0;0;30;jan;91;1;2;1;NA;1
50;casado;Universidad;0;0;0;0;30;jan;199;1;205;1;fallido;1
56;casado;Universidad;0;4;1;1;30;jan;299;1;2;5;NA;1
39;casado;primaria;0;976;1;0;30;jan;80;1;2;2;NA;1
51;divorciado;Universidad;0;58;1;0;30;jan;93;1;2;1;NA;1
55;casado;NA;0;23;0;0;30;jan;143;1;2;3;NA;1
55;casado;NA;0;851;1;0;30;jan;138;1;270;2;fallido;1
39;casado;Universidad;0;1492;1;0;30;jan;227;1;189;1;fallido;1
46;casado;secundaria;0;417;1;0;30;jan;219;1;2;1;NA;1
45;casado;Universidad;0;2363;0;0;30;jan;125;1;2;1;NA;1
54;casado;secundaria;0;285;1;1;30;jan;63;1;2;5;NA;1
55;casado;secundaria;0;905;0;0;30;jan;861;1;2;1;NA;1
51;casado;secundaria;0;5699;1;0;30;jan;436;1;270;2;fallido;1
27;soltero;Universidad;0;1081;0;1;30;jan;158;3;206;2;NA;1
32;soltero;secundaria;0;604;0;0;30;jan;410;2;196;2;NA;1
31;casado;Universidad;0;1384;1;0;30;jan;203;2;2;3;NA;1
60;casado;secundaria;0;2552;0;1;30;jan;255;2;2;4;NA;1
46;casado;secundaria;0;198;1;0;30;jan;153;1;2;6;NA;1
39;casado;secundaria;0;953;0;0;30;jan;23;6;232;3;NA;1
51;soltero;secundaria;0;527;1;0;30;jan;197;1;2;3;NA;1
52;casado;primaria;0;109;1;0;30;jan;177;4;248;2;fallido;1
31;soltero;secundaria;0;315;0;0;30;jan;130;1;2;1;NA;1
33;soltero;Universidad;0;457;1;0;30;jan;159;1;191;4;fallido;1
34;soltero;primaria;0;443;0;0;30;jan;10;1;2;1;NA;1
56;casado;secundaria;0;642;1;0;30;jan;16;1;2;3;NA;1
36;soltero;secundaria;0;511;1;1;30;jan;706;1;252;1;fallido;1
36;soltero;secundaria;0;317;1;0;30;jan;198;2;266;2;fallido;1
52;casado;Universidad;0;1355;1;0;30;jan;131;1;241;1;fallido;1
33;soltero;secundaria;0;22;0;0;30;jan;76;2;207;1;fallido;1
31;casado;Universidad;0;1400;1;0;30;jan;175;2;2;1;NA;1
38;casado;Universidad;0;-70;1;0;30;jan;140;1;2;3;NA;1
26;soltero;secundaria;0;802;0;0;30;jan;77;1;2;2;NA;1
57;divorciado;Universidad;0;2549;0;0;30;jan;456;3;197;2;fallido;1
39;casado;secundaria;0;-735;1;0;30;jan;144;5;248;2;fallido;1
45;casado;Universidad;0;-61;0;0;30;jan;90;5;172;1;fallido;1
51;casado;secundaria;0;0;1;1;30;jan;150;1;252;1;fallido;1
56;casado;primaria;0;314;1;1;30;jan;108;2;2;5;NA;1
26;soltero;Universidad;0;152;0;0;30;jan;151;2;2;1;NA;1
57;casado;primaria;0;1276;1;0;30;jan;44;1;200;4;fallido;1
33;casado;secundaria;0;480;1;0;30;jan;272;1;270;1;NA;1
36;soltero;secundaria;0;133;0;0;30;jan;632;3;228;14;NA;1
53;casado;secundaria;0;-375;1;0;30;jan;103;1;252;1;fallido;1
45;casado;NA;0;909;1;0;30;jan;166;1;262;1;NA;1
57;casado;Universidad;0;0;0;1;30;jan;209;2;197;2;NA;1
28;soltero;secundaria;0;1285;0;0;30;jan;199;2;2;17;NA;1
45;divorciado;secundaria;0;44;0;1;30;jan;250;2;2;1;NA;1
48;casado;Universidad;0;370;1;0;30;jan;134;2;169;2;NA;1
32;casado;Universidad;0;943;1;0;30;jan;402;2;2;2;NA;1
37;divorciado;secundaria;0;-175;1;0;30;jan;638;4;266;1;fallido;1
34;soltero;secundaria;0;19833;1;0;30;jan;84;4;252;1;NA;1
49;soltero;Universidad;0;163;1;0;30;jan;281;2;269;3;fallido;1
53;casado;Universidad;0;2336;0;0;30;jan;173;2;2;3;NA;1
56;casado;secundaria;0;2190;0;1;30;jan;90;2;232;1;fallido;1
26;soltero;secundaria;0;512;1;1;30;jan;206;5;239;3;fallido;1
41;divorciado;secundaria;0;-333;1;0;30;jan;118;3;270;2;fallido;1
31;casado;Universidad;0;227;1;1;30;jan;154;6;263;3;fallido;1
36;divorciado;Universidad;0;281;0;0;30;jan;60;2;2;1;NA;1
47;divorciado;secundaria;0;0;0;1;30;jan;127;2;233;8;NA;1
46;casado;primaria;0;665;0;0;30;jan;89;4;235;2;fallido;1
31;soltero;Universidad;0;358;1;0;30;jan;68;3;256;51;fallido;1
41;divorciado;secundaria;0;692;1;0;30;jan;249;3;245;3;fallido;1
30;casado;secundaria;0;373;1;0;30;jan;353;2;228;4;NA;1
46;casado;Universidad;0;43;1;0;30;jan;162;3;2;7;NA;1
49;casado;Universidad;0;-969;0;0;30;jan;61;2;2;1;NA;1
28;casado;secundaria;0;12;1;0;30;jan;73;3;256;3;NA;1
30;soltero;secundaria;0;316;1;1;30;jan;130;2;2;2;NA;1
49;casado;Universidad;0;15;0;0;30;jan;166;3;2;2;NA;1
28;soltero;Universidad;0;2080;0;0;30;jan;399;2;2;1;NA;1
31;soltero;primaria;0;163;0;0;30;jan;707;2;2;1;NA;0
33;casado;Universidad;0;1071;0;0;2;feb;84;2;174;4;fallido;1
29;soltero;secundaria;0;124;0;0;2;feb;94;1;5;2;NA;1
36;soltero;secundaria;0;265;1;1;2;feb;88;1;273;1;fallido;1
53;casado;secundaria;0;660;0;0;2;feb;210;1;272;2;fallido;1
44;casado;secundaria;0;294;1;0;2;feb;246;1;259;2;fallido;1
40;soltero;Universidad;0;1646;1;0;2;feb;215;1;242;2;fallido;0
31;soltero;Universidad;0;1130;1;0;2;feb;181;1;264;3;fallido;1
46;casado;secundaria;0;363;1;0;2;feb;346;1;180;3;fallido;1
47;casado;secundaria;0;349;1;1;2;feb;112;1;273;1;fallido;1
37;casado;primaria;0;89;1;0;2;feb;393;1;245;4;fallido;1
32;soltero;secundaria;0;1;0;0;2;feb;75;1;208;1;fallido;1
48;soltero;secundaria;0;-269;0;0;2;feb;167;1;263;3;NA;1
46;divorciado;secundaria;0;-179;0;0;2;feb;151;1;214;2;fallido;1
40;casado;Universidad;0;572;0;0;2;feb;133;3;5;2;NA;1
47;divorciado;secundaria;0;129;0;0;2;feb;110;2;222;2;fallido;1
37;soltero;secundaria;0;21;1;0;2;feb;96;1;271;2;NA;1
38;casado;secundaria;0;757;1;0;2;feb;133;1;272;1;fallido;1
56;divorciado;secundaria;0;218;1;0;2;feb;113;2;249;2;fallido;1
37;casado;secundaria;0;520;1;0;2;feb;54;1;255;2;fallido;1
55;casado;secundaria;0;5;0;0;2;feb;269;1;206;2;fallido;1
45;casado;secundaria;0;1097;1;1;2;feb;174;1;208;1;fallido;1
39;casado;NA;0;0;0;0;2;feb;731;1;193;3;fallido;1
52;casado;secundaria;0;279;0;1;2;feb;72;1;203;3;fallido;1
36;soltero;primaria;0;367;0;0;2;feb;217;1;221;1;fallido;1
39;soltero;Universidad;0;1222;1;0;2;feb;251;1;242;2;fallido;1
59;casado;primaria;0;866;0;1;2;feb;88;1;208;1;NA;1
44;casado;secundaria;0;0;1;0;2;feb;699;1;272;1;fallido;0
53;casado;Universidad;0;451;1;0;2;feb;125;1;249;2;fallido;1
26;soltero;secundaria;0;3244;0;0;2;feb;141;1;5;1;fallido;1
51;casado;secundaria;0;1490;1;0;2;feb;177;1;199;2;fallido;1
47;divorciado;secundaria;0;207;1;0;2;feb;244;1;271;4;fallido;1
53;casado;secundaria;0;1563;1;0;2;feb;124;2;5;1;NA;1
49;soltero;secundaria;0;-367;1;0;2;feb;98;1;207;1;fallido;1
37;divorciado;secundaria;0;506;1;0;2;feb;446;2;273;1;fallido;1
43;casado;primaria;0;629;1;0;2;feb;70;3;265;4;NA;1
40;casado;secundaria;0;123;1;0;2;feb;247;1;241;3;fallido;1
45;casado;Universidad;0;430;1;0;2;feb;221;1;206;2;fallido;1
48;casado;secundaria;0;578;1;0;2;feb;70;1;250;1;fallido;1
45;divorciado;primaria;0;221;0;0;2;feb;93;1;235;1;fallido;1
58;divorciado;secundaria;0;1103;1;0;2;feb;226;1;202;4;fallido;1
47;casado;secundaria;0;332;1;0;2;feb;276;1;269;1;positivo;1
60;casado;secundaria;0;358;0;0;2;feb;95;1;216;2;fallido;1
40;soltero;Universidad;0;97;1;1;2;feb;73;1;252;1;fallido;1
48;casado;NA;0;439;1;0;2;feb;212;1;249;2;NA;1
36;divorciado;secundaria;0;-94;1;0;2;feb;185;1;252;2;fallido;1
31;divorciado;Universidad;0;256;1;0;2;feb;264;1;201;2;positivo;1
54;casado;secundaria;0;514;1;0;2;feb;109;1;186;3;fallido;1
40;divorciado;secundaria;0;507;1;0;2;feb;134;1;266;7;fallido;1
39;soltero;secundaria;0;614;1;0;2;feb;166;1;258;1;fallido;1
31;soltero;secundaria;0;44;0;0;2;feb;200;5;175;2;fallido;1
32;casado;secundaria;0;289;1;0;2;feb;63;1;257;2;fallido;1
47;casado;secundaria;0;583;1;0;2;feb;495;1;258;2;fallido;1
58;divorciado;secundaria;0;0;1;0;2;feb;244;1;229;5;NA;1
34;casado;secundaria;0;-271;1;1;2;feb;90;1;252;2;fallido;1
38;casado;secundaria;0;304;0;1;2;feb;238;1;214;1;fallido;1
38;casado;Universidad;0;447;1;0;2;feb;224;1;269;1;fallido;1
40;casado;primaria;0;407;1;0;2;feb;200;1;271;1;fallido;1
56;casado;secundaria;0;778;0;0;2;feb;315;2;208;1;fallido;1
36;casado;secundaria;0;533;1;0;2;feb;619;1;272;1;fallido;1
60;casado;Universidad;0;553;1;0;2;feb;343;1;210;3;positivo;1
56;casado;secundaria;0;659;1;0;2;feb;148;1;188;3;fallido;1
37;soltero;secundaria;0;174;1;0;2;feb;134;1;271;2;fallido;1
38;casado;secundaria;0;-500;0;1;2;feb;67;1;195;5;NA;1
53;casado;secundaria;0;478;1;0;2;feb;66;1;264;2;fallido;1
38;casado;secundaria;0;10;0;0;2;feb;86;1;161;5;NA;1
45;casado;secundaria;0;-75;1;0;2;feb;134;1;252;1;fallido;1
40;casado;secundaria;0;746;1;1;2;feb;241;1;262;3;NA;1
48;casado;secundaria;0;51;1;1;2;feb;90;1;262;1;fallido;1
58;casado;secundaria;0;580;0;1;2;feb;161;3;5;3;NA;1
45;casado;secundaria;0;1818;0;0;2;feb;197;1;241;2;NA;1
47;soltero;secundaria;0;15;0;0;2;feb;71;1;266;4;fallido;1
53;casado;primaria;0;798;1;0;2;feb;45;1;217;2;fallido;1
54;casado;secundaria;0;534;1;0;2;feb;165;1;188;4;fallido;1
38;soltero;secundaria;0;-196;1;0;2;feb;60;1;271;1;fallido;1
54;casado;secundaria;0;719;1;0;2;feb;242;1;264;1;fallido;1
31;casado;secundaria;0;442;1;0;2;feb;69;1;270;2;fallido;1
42;soltero;Universidad;0;336;1;0;2;feb;142;6;195;3;fallido;1
28;soltero;secundaria;0;0;0;0;2;feb;188;1;206;2;NA;1
38;casado;secundaria;0;8876;0;0;2;feb;280;1;75;1;fallido;1
31;soltero;Universidad;0;5;0;1;2;feb;75;1;206;1;fallido;1
26;soltero;Universidad;0;0;0;1;2;feb;145;1;199;1;fallido;1
37;casado;secundaria;0;10;0;1;2;feb;164;1;250;2;fallido;1
36;casado;secundaria;0;145;1;0;2;feb;109;1;252;2;NA;1
38;casado;secundaria;0;290;1;0;2;feb;123;1;258;1;fallido;1
55;casado;primaria;0;621;0;1;2;feb;114;1;208;1;fallido;1
33;soltero;Universidad;0;474;1;0;2;feb;62;1;179;3;fallido;1
40;casado;secundaria;0;504;1;0;2;feb;96;1;266;1;fallido;1
46;casado;primaria;0;469;1;0;2;feb;75;1;264;10;NA;1
55;divorciado;secundaria;0;1530;0;0;2;feb;166;1;216;1;NA;1
34;casado;secundaria;0;50;1;0;2;feb;173;1;258;2;fallido;1
32;casado;secundaria;0;56;1;0;2;feb;275;1;258;1;NA;1
36;casado;secundaria;0;0;1;0;2;feb;236;2;252;1;NA;1
42;casado;primaria;0;1455;1;0;2;feb;279;2;269;2;NA;1
39;soltero;Universidad;0;-145;1;0;2;feb;268;2;196;2;fallido;1
45;casado;Universidad;0;474;1;1;2;feb;190;4;264;4;fallido;1
60;casado;primaria;0;174;1;1;2;feb;157;2;252;1;fallido;1
40;casado;Universidad;0;543;1;0;2;feb;349;2;262;275;NA;1
36;casado;Universidad;0;82;0;0;2;feb;124;1;178;4;positivo;1
57;casado;secundaria;0;11;0;0;2;feb;261;1;265;3;fallido;1
49;casado;secundaria;0;359;1;0;2;feb;231;2;271;1;fallido;1
37;casado;Universidad;0;59;1;1;2;feb;319;1;213;1;fallido;1
40;divorciado;secundaria;0;687;1;0;2;feb;531;1;208;1;positivo;0
48;soltero;secundaria;0;303;1;1;2;feb;142;1;189;4;fallido;1
36;casado;secundaria;0;-42;0;1;2;feb;521;2;193;2;NA;1
34;casado;secundaria;0;7;1;1;2;feb;171;2;193;2;NA;1
49;casado;Universidad;0;147;0;1;2;feb;559;1;189;4;fallido;1
36;casado;secundaria;0;608;1;0;2;feb;114;1;263;3;NA;1
35;casado;secundaria;0;630;1;0;2;feb;134;1;271;2;fallido;1
57;casado;secundaria;0;567;1;0;2;feb;87;2;265;3;NA;1
41;casado;secundaria;0;0;1;0;2;feb;154;2;264;1;NA;1
43;casado;secundaria;0;1109;1;0;2;feb;115;3;264;2;fallido;1
48;divorciado;secundaria;1;-535;1;0;2;feb;115;2;187;2;fallido;1
43;casado;secundaria;0;597;1;0;2;feb;87;1;263;1;fallido;1
38;soltero;secundaria;0;103;1;0;2;feb;159;1;187;3;fallido;1
31;soltero;secundaria;0;783;1;0;2;feb;221;2;272;1;fallido;1
32;soltero;secundaria;0;453;1;0;2;feb;544;1;269;2;fallido;1
37;casado;secundaria;0;494;1;0;2;feb;247;2;269;3;fallido;1
60;casado;secundaria;0;292;0;1;2;feb;260;5;195;4;fallido;1
32;soltero;Universidad;0;2004;0;0;2;feb;141;1;75;1;fallido;1
37;soltero;Universidad;0;230;1;1;2;feb;120;2;272;1;fallido;1
45;casado;secundaria;0;1214;1;0;2;feb;150;2;189;2;fallido;1
35;casado;Universidad;0;1526;1;0;2;feb;236;2;217;4;fallido;1
41;divorciado;secundaria;0;-376;1;0;2;feb;421;3;238;9;NA;1
31;casado;Universidad;0;4015;1;0;2;feb;95;2;241;3;NA;1
39;divorciado;secundaria;0;442;1;0;2;feb;204;2;257;2;NA;1
56;casado;secundaria;0;5838;0;0;2;feb;116;2;230;2;fallido;1
31;soltero;Universidad;0;3283;0;0;2;feb;258;1;73;1;fallido;0
46;divorciado;Universidad;0;665;1;0;2;feb;158;2;207;1;NA;1
31;casado;secundaria;0;671;0;0;2;feb;119;2;175;2;fallido;1
57;casado;secundaria;0;589;1;0;2;feb;223;1;76;4;fallido;1
29;soltero;secundaria;0;-498;1;0;2;feb;99;3;227;14;fallido;1
37;soltero;Universidad;0;-1;1;0;2;feb;223;2;200;7;NA;1
38;soltero;secundaria;0;569;1;1;2;feb;164;2;272;2;fallido;1
43;soltero;secundaria;0;-247;1;1;2;feb;751;2;76;4;fallido;0
34;casado;secundaria;0;4;1;0;2;feb;105;2;263;1;fallido;1
42;casado;Universidad;0;477;1;0;2;feb;413;2;242;3;fallido;1
53;casado;secundaria;0;598;0;0;2;feb;340;3;264;2;fallido;1
47;casado;secundaria;0;1167;1;0;2;feb;139;3;73;2;positivo;1
57;casado;secundaria;0;485;0;0;2;feb;79;2;187;2;fallido;1
39;casado;primaria;0;541;1;0;2;feb;361;2;258;1;NA;1
41;divorciado;primaria;0;320;1;0;2;feb;844;2;252;1;fallido;1
45;casado;secundaria;1;1;0;0;2;feb;1028;2;207;1;NA;1
38;casado;secundaria;0;581;1;0;2;feb;223;2;272;1;fallido;1
37;divorciado;secundaria;0;1082;0;0;2;feb;127;3;5;5;NA;1
46;casado;secundaria;0;-221;1;1;2;feb;219;2;244;1;fallido;1
55;casado;primaria;0;145;0;0;2;feb;59;3;5;2;NA;1
53;divorciado;primaria;0;-1;1;0;2;feb;138;3;5;1;NA;1
29;divorciado;secundaria;0;-95;1;0;2;feb;42;7;228;1;NA;1
33;casado;secundaria;0;317;1;0;2;feb;141;4;201;1;NA;1
50;divorciado;secundaria;0;8;0;0;2;feb;171;2;5;1;NA;1
46;casado;secundaria;0;317;1;1;2;feb;24;7;250;1;fallido;1
37;casado;NA;0;247;0;0;2;feb;192;2;208;1;fallido;1
35;casado;secundaria;0;287;1;0;2;feb;115;3;245;8;fallido;1
58;divorciado;secundaria;0;8266;1;0;2;feb;98;2;271;1;fallido;1
46;casado;secundaria;0;1028;1;0;2;feb;96;2;208;1;fallido;1
28;casado;primaria;0;7459;1;0;2;feb;981;5;269;2;fallido;0
49;casado;secundaria;0;1811;1;1;2;feb;168;2;245;1;NA;1
35;casado;primaria;0;0;1;1;2;feb;698;2;271;2;NA;1
35;casado;secundaria;0;220;1;0;2;feb;153;4;244;13;fallido;1
37;casado;secundaria;0;318;0;0;2;feb;167;1;187;2;fallido;1
31;soltero;Universidad;0;112;1;0;2;feb;159;2;271;1;fallido;1
