ID;Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;anno_nacimiento;Generación ;Ingresos anuales brutos;Provincia;Digital_encuenta_index
CLI1606;M;No;20;No;Funcionario;<10años;Bajo;3;2004;Millennial;16198;Zamora;1.65
CLI1607;M;No;24;No;Funcionario;<10años;Bajo;3;2000;Millennial;16087;Guadalajara;2.547
CLI1608;F;No;36;No;Construcción;10-20años;Bajo;1;1988;Millennial;22431;Salamanca;1.031
CLI1609;M;Si;58;Si;Otros;+20años;Bajo;3;1966;Generación X;116045;Almería;1.678
CLI1610;M;Si;61;Si;Artista;+20años;Medio;2;1963;Baby Boomer;29595;Orense;1.170
CLI1611;M;Si;80;Si;Servicios;+20años;Alto;4;1944;Baby Boomer;39613;Pontevedra;1.013
CLI1612;M;Si;98;Si;Ejecutivo;+20años;Alto;2;1926;La Gran Generación;49027;Lugo;0.7786
CLI1613;M;Si;65;Si;Artista;+20años;Bajo;2;1959;Generación Silenciosa;22622;Tarragona;1.482
CLI1614;M;No;42;Si;Otros;+20años;Bajo;2;1982;Millennial;27099;Zaragoza;0.824
CLI1615;F;No;46;Si;Artista;+20años;Bajo;2;1978;Generación X;48315;Murcia;1.052
CLI1616;F;Si;91;Si;Servicios;+20años;Alto;2;1933;Baby Boomer;27663;León;15.215
CLI1617;F;No;24;No;Funcionario;<10años;Bajo;4;2000;Millennial;13444;Pontevedra;13.395
CLI1618;M;Si;51;No;Artista;+20años;Medio;4;1973;Generación X;111216;Valencia;0.5831
CLI1619;M;Si;41;Si;Otros;10-20años;Medio;2;1983;Millennial;81024;Sevilla;0.778
CLI1620;F;Si;46;No;Ingeniero/Técnicos;+20años;Bajo;3;1978;Generación X;60200;Badajoz;1.013
CLI1621;M;Si;78;Si;Artista;+20años;Medio;2;1946;Baby Boomer;71174;Las Palmas;994
CLI1622;F;No;20;No;Funcionario;<10años;Bajo;3;2004;Millennial;18880;Alicante;2.961
CLI1623;F;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;60918;Cádiz;1.928
CLI1624;M;Si;30;Si;Funcionario;<10años;Bajo;5;1994;Millennial;24640;Orense;1.031
CLI1625;F;No;58;No;Otros;+20años;Bajo;1;1966;Generación X;102971;Palencia;1.346
CLI1626;F;No;31;No;Funcionario;<10años;Bajo;3;1993;Millennial;19111;Vizcaya;1.376
CLI1627;M;Si;39;Si;Servicios;10-20años;Medio;2;1985;Millennial;29757;Cádiz;1.56
CLI1628;M;No;20;No;Médico;<10años;Bajo;2;2004;Millennial;12932;Lugo;13.395
CLI1629;M;No;21;No;Funcionario;<10años;Bajo;4;2003;Millennial;14619;Segovia;2.823
CLI1630;F;No;35;No;Funcionario;10-20años;Bajo;4;1989;Millennial;18537;La Coruña;1.56
CLI1631;M;No;33;No;Funcionario;10-20años;Bajo;4;1991;Millennial;31298;Alicante;0.755
CLI1632;M;No;40;Si;Médico;10-20años;Bajo;1;1984;Millennial;62152;Segovia;0.962
CLI1633;M;Si;90;Si;Servicios;+20años;Alto;2;1934;Baby Boomer;71686;Huelva;0.83725
CLI1634;F;Si;41;Si;Ingeniero/Técnicos;10-20años;Bajo;1;1983;Millennial;42988;Palencia;1.997
CLI1635;M;No;50;Si;Artista;+20años;Bajo;1;1974;Generación X;115960;Valencia;1.248
CLI1636;M;No;34;Si;Servicios;10-20años;Bajo;1;1990;Millennial;27503;Huesca;1.215
CLI1637;M;Si;30;Si;Otros;<10años;Bajo;4;1994;Millennial;29060;La Rioja;0.709
CLI1638;F;No;20;No;Funcionario;<10años;Bajo;5;2004;Millennial;20051;Cuenca;2.409
CLI1639;M;Si;24;No;Médico;<10años;Bajo;4;2000;Millennial;16100;Granada;3.03
CLI1640;F;No;24;No;Funcionario;<10años;Bajo;6;2000;Millennial;12818;Madrid;2.099
CLI1641;F;No;46;No;Construcción;+20años;Bajo;1;1978;Generación X;71049;Lugo;1.267
CLI1642;M;Si;76;No;Médico;+20años;Bajo;1;1948;Baby Boomer;114991;La Rioja;1.658
CLI1643;F;Si;47;Si;Construcción;+20años;Alto;2;1977;Generación X;31747;Jaén;0.935
CLI1644;F;Si;98;No;Servicios;+20años;Alto;2;1926;Baby Boomer;61241;Lérida;0.60265
CLI1645;F;No;29;No;Funcionario;<10años;Bajo;4;1995;Millennial;18886;Guipúzcoa;1.547
CLI1646;M;No;47;Si;Artista;+20años;Bajo;3;1977;Generación X;89704;Sevilla;1.580
CLI1647;M;Si;33;Si;Otros;10-20años;Medio;2;1991;Millennial;30948;Lugo;1.974
CLI1648;F;Si;66;Si;Ejecutivo;+20años;Bajo;2;1958;Baby Boomer;27411;Lérida;1.189
CLI1649;F;Si;42;Si;Médico;+20años;Alto;4;1982;Millennial;118952;Castellón;0.755
CLI1650;F;;32;Si;Construcción;10-20años;Alto;4;1992;Millennial;20664;Santa Cruz de Tenerife;1.468
CLI1651;M;Si;50;Si;Otros;+20años;Medio;2;1974;Generación X;33177;Murcia;0.7786
CLI1652;M;No;22;No;Funcionario;<10años;Bajo;4;2002;Millennial;23786;Murcia;2.547
CLI1653;F;Si;56;Si;Negocios/empresa;+20años;Bajo;1;1968;Generación X;99003;Álava;0.7004
CLI1654;M;Si;40;Si;Otros;10-20años;Medio;4;1984;Millennial;80795;Madrid;1.514
CLI1655;F;No;45;No;Negocios/empresa;+20años;Bajo;3;1979;Generación X;52249;Alicante;0.893
CLI1656;M;Si;51;No;Otros;+20años;Bajo;5;1973;Generación X;24554;Orense;0.935
CLI1657;F;No;33;Si;Artista;10-20años;Bajo;1;1991;Millennial;22070;La Rioja;1.376
CLI1658;F;No;25;No;Construcción;<10años;Bajo;5;1999;Millennial;18360;Huesca;1.719
CLI1659;M;Si;43;Si;Funcionario;+20años;Bajo;2;1981;Millennial;78169;Santa Cruz de Tenerife;0.939
CLI1660;M;Si;69;Si;Artista;+20años;Medio;4;1955;Baby Boomer;63458;Málaga;0.64175
CLI1661;M;Si;66;Si;Artista;+20años;Medio;3;1958;Baby Boomer;38169;Castellón;857
CLI1662;M;No;22;No;Funcionario;<10años;Bajo;3;2002;Millennial;13466;Málaga;14.085
CLI1663;F;Si;98;No;Servicios;+20años;Alto;2;1926;Baby Boomer;117364;Badajoz;1.111
CLI1664;F;;34;;Médico;10-20años;Alto;2;1990;Millennial;22144;Jaén;0.663
CLI1665;M;No;47;Si;Ejecutivo;+20años;Bajo;4;1977;Generación X;36929;Zamora;1.737
CLI1666;F;Si;77;No;Servicios;+20años;Alto;2;1947;Baby Boomer;89531;Burgos;1.717
CLI1667;M;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;23923;Huesca;1.468
CLI1668;M;Si;46;Si;Artista;+20años;Alto;2;1978;Generación X;21693;Baleares;1.561
CLI1669;M;Si;43;Si;Médico;+20años;Medio;2;1981;Millennial;48613;Melilla;1.951
CLI1670;F;Si;32;Si;Funcionario;10-20años;Bajo;2;1992;Millennial;28603;Guipúzcoa;1.284
CLI1671;F;No;42;No;Construcción;+20años;Bajo;1;1982;Millennial;37132;La Rioja;1.675
CLI1672;F;Si;81;No;Servicios;+20años;Bajo;1;1943;Baby Boomer;106956;Badajoz;1.463
CLI1673;M;Si;45;Si;Artista;+20años;Bajo;2;1979;Generación X;40757;Cáceres;0.962
CLI1674;M;Si;56;Si;Otros;+20años;Medio;4;1968;Generación X;111892;Navarra;0.79815
CLI1675;M;Si;55;Si;Ejecutivo;+20años;Alto;3;1969;Generación X;91666;Vizcaya;0.71995
CLI1676;M;No;25;No;Negocios/empresa;<10años;Bajo;3;1999;Millennial;24261;León;1.995
CLI1677;M;No;40;Si;Artista;10-20años;Bajo;3;1984;Millennial;33543;Cádiz;1.238
CLI1678;M;No;40;Si;Artista;10-20años;Bajo;1;1984;Millennial;123475;Alicante;1.353
CLI1679;F;Si;55;Si;Médico;+20años;Bajo;2;1969;Generación X;49765;Pontevedra;876
CLI1680;M;No;25;No;Funcionario;<10años;Bajo;4;1999;Millennial;22995;Castellón;2.823
CLI1681;F;No;41;No;Funcionario;10-20años;Bajo;1;1983;Millennial;25812;Salamanca;1.744
CLI1682;M;Si;72;Si;Ejecutivo;+20años;Alto;4;1952;Baby Boomer;39473;Orense;0.79815
CLI1683;F;No;29;Si;Funcionario;<10años;Bajo;1;1995;Millennial;26746;Murcia;2.858
CLI1684;M;Si;61;Si;Otros;+20años;Bajo;3;1963;Baby Boomer;71210;Navarra;1.580
CLI1685;M;Si;72;Si;Ejecutivo;+20años;Alto;2;1952;Baby Boomer;99870;Badajoz;0.83725
CLI1686;F;Si;79;Si;Servicios;+20años;Alto;2;1945;Baby Boomer;45120;Ceuta;1.404
CLI1687;M;Si;56;Si;Artista;+20años;Medio;2;1968;Generación X;106442;Soria;0.71995
CLI1688;M;No;28;Si;Artista;<10años;Bajo;5;1996;Millennial;22008;León;11.325
CLI1689;M;Si;42;No;Ejecutivo;+20años;Alto;3;1982;Millennial;102648;Almería;1.698
CLI1690;M;Si;61;No;Artista;+20años;Medio;2;1963;Baby Boomer;41445;Pontevedra;1.365
CLI1691;M;Si;51;No;Artista;+20años;Medio;1;1973;Generación X;106680;Gerona;1.170
CLI1692;F;No;43;Si;Artista;+20años;Bajo;3;1981;Millennial;127926;Guadalajara;1.353
CLI1693;F;Si;68;Si;Artista;+20años;Alto;2;1956;Baby Boomer;112376;Badajoz;0.83725
CLI1694;F;Si;41;Si;Artista;10-20años;Medio;2;1983;Millennial;122277;Alicante;0.755
CLI1695;F;No;31;No;Ingeniero/Técnicos;<10años;Bajo;7;1993;Millennial;27028;Cuenca;1.1
CLI1696;F;No;35;Si;Negocios/empresa;10-20años;Bajo;6;1989;Millennial;30200;Ávila;0.962
CLI1697;M;No;34;Si;Médico;10-20años;Bajo;2;1990;Millennial;20136;Granada;1.399
CLI1698;F;No;34;No;Funcionario;10-20años;Bajo;3;1990;Millennial;22029;Lugo;1.997
CLI1699;M;No;47;Si;Artista;+20años;Bajo;1;1977;Generación X;34245;Ceuta;1.052
CLI1700;M;Si;74;Si;Artista;+20años;Medio;2;1950;Baby Boomer;67353;Ávila;0.60265
CLI1701;F;No;79;Si;Servicios;+20años;Bajo;1;1945;Baby Boomer;74936;Pontevedra;1.697
CLI1702;F;Si;63;No;Ingeniero/Técnicos;+20años;Bajo;3;1961;Generación Silenciosa;32367;Toledo;0.71995
CLI1703;M;;64;No;Ejecutivo;+20años;Alto;3;1960;Baby Boomer;111759;Cáceres;1.580
CLI1704;M;Si;40;Si;Otros;10-20años;Medio;2;1984;Millennial;25890;Cáceres;1.1
CLI1705;F;No;23;No;Construcción;<10años;Bajo;1;2001;Millennial;13138;Granada;1.098
CLI1706;M;Si;52;No;Otros;+20años;Medio;5;1972;Generación X;47567;Jaén;1.209
CLI1707;F;No;28;Si;Otros;<10años;Bajo;3;1996;Millennial;25298;Alicante;2.789
CLI1708;F;Si;45;No;Ingeniero/Técnicos;+20años;Medio;2;1979;Generación X;106769;Zaragoza;1.008
CLI1709;M;No;32;Si;Funcionario;10-20años;Bajo;4;1992;Millennial;18619;Navarra;0.663
CLI1710;M;No;23;No;Funcionario;<10años;Bajo;3;2001;Millennial;22797;Málaga;0.9945
CLI1711;M;Si;73;Si;Servicios;+20años;Bajo;1;1951;Baby Boomer;31816;Cádiz;1.600
CLI1712;M;Si;30;Si;Otros;<10años;Bajo;2;1994;Millennial;20568;Lugo;1.399
CLI1713;F;No;30;No;Construcción;<10años;Bajo;4;1994;Millennial;27963;Alicante;1.974
CLI1714;M;Si;57;Si;Artista;+20años;Bajo;1;1967;Generación X;63610;Burgos;1.385
CLI1715;M;Si;51;Si;Artista;+20años;Medio;3;1973;Generación X;66325;Zaragoza;1.189
CLI1716;F;No;25;No;Funcionario;<10años;Bajo;4;1999;Millennial;28029;Navarra;11.325
CLI1717;M;No;30;Si;Otros;<10años;Bajo;5;1994;Millennial;18986;Valladolid;2.043
CLI1718;F;Si;57;Si;Médico;+20años;Bajo;3;1967;Generación X;27089;Soria;1.658
CLI1719;M;Si;72;No;Artista;+20años;Medio;2;1952;Baby Boomer;69900;Zamora;1.248
CLI1720;M;No;46;No;Otros;+20años;Bajo;3;1978;Generación X;21459;Toledo;0.8177
CLI1721;M;Si;65;No;Otros;+20años;Bajo;2;1959;Baby Boomer;60171;León;1.170
CLI1722;F;Si;50;Si;Servicios;+20años;Bajo;1;1974;Generación X;52357;Alicante;0.64175
CLI1723;M;Si;20;No;Ejecutivo;<10años;Medio;1;2004;Millennial;21079;Madrid;2.409
CLI1724;F;Si;67;No;Ingeniero/Técnicos;+20años;Alto;3;1957;Baby Boomer;104936;Badajoz;1.658
CLI1725;F;Si;58;Si;Artista;+20años;Medio;4;1966;Generación X;127933;Málaga;1.091
CLI1726;F;Si;41;Si;Médico;10-20años;Medio;2;1983;Millennial;90995;Madrid;1.33
CLI1727;M;Si;69;Si;Ejecutivo;+20años;Alto;5;1955;Baby Boomer;23629;Lugo;1.658
CLI1728;F;No;36;No;Negocios/empresa;10-20años;Bajo;5;1988;Millennial;24243;Barcelona;0.755
CLI1729;F;Si;55;Si;Artista;+20años;Bajo;3;1969;Generación X;85860;Pontevedra;955
CLI1730;F;Si;68;Si;Artista;+20años;Bajo;2;1956;Baby Boomer;71962;Huesca;1.111
CLI1731;M;Si;54;Si;Artista;+20años;Medio;8;1970;Generación X;50804;Baleares;0.7395
CLI1732;M;Si;51;Si;Construcción;+20años;Medio;3;1973;Generación X;32226;Almería;1.052
CLI1733;M;No;30;;Médico;<10años;Bajo;1;1994;Millennial;31594;Cáceres;0.778
CLI1734;M;Si;58;Si;Ejecutivo;+20años;Alto;4;1966;Generación X;120350;Melilla;1.443
CLI1735;F;Si;46;Si;Artista;+20años;Alto;2;1978;Generación X;108444;Cuenca;0.71995
CLI1736;F;Si;31;Si;Artista;<10años;Bajo;1;1993;Millennial;20710;La Rioja;1.721
CLI1737;F;Si;54;Si;Ingeniero/Técnicos;+20años;Medio;4;1970;Generación X;73376;Ciudad Real;857
CLI1738;M;Si;39;Si;Artista;10-20años;Medio;2;1985;Millennial;26788;Ciudad Real;1.744
CLI1739;F;Si;30;No;Médico;<10años;Bajo;1;1994;Millennial;27114;Zamora;1.422
CLI1740;M;Si;64;Si;Servicios;+20años;Alto;2;1960;Baby Boomer;47432;Soria;1.443
CLI1741;M;Si;45;No;Artista;+20años;Medio;2;1979;Generación X;43157;Valladolid;1.261
CLI1742;M;Si;35;Si;Otros;10-20años;Medio;2;1989;Millennial;26058;Vizcaya;0.778
CLI1743;M;No;36;No;Otros;10-20años;Bajo;2;1988;Millennial;20479;Huesca;0.732
CLI1744;M;Si;76;No;Otros;+20años;Bajo;5;1948;Baby Boomer;58049;Granada;857
CLI1745;F;No;34;No;Médico;10-20años;Bajo;4;1990;Millennial;18163;Jaén;0.709
CLI1746;F;Si;75;No;Servicios;+20años;Alto;3;1949;Baby Boomer;26036;Pontevedra;1.482
CLI1747;F;No;43;No;Ingeniero/Técnicos;+20años;Bajo;3;1981;Millennial;128547;Huesca;1.537
CLI1748;F;No;23;No;Funcionario;<10años;Bajo;5;2001;Millennial;18401;Guadalajara;1.892
CLI1749;F;Si;43;No;Artista;+20años;Medio;3;1981;Millennial;55359;Madrid;1.468
CLI1750;F;Si;45;Si;Artista;+20años;Bajo;1;1979;Generación X;85068;Lérida;1.629
CLI1751;M;Si;54;Si;Artista;+20años;Medio;4;1970;Generación X;96902;Álava;1.717
CLI1752;F;Si;42;Si;Ejecutivo;+20años;Medio;2;1982;Millennial;127815;Burgos;0.686
CLI1753;F;Si;40;Si;Ejecutivo;10-20años;Alto;1;1984;Millennial;115142;Santa Cruz de Tenerife;1.376
CLI1754;F;Si;57;Si;Artista;+20años;Bajo;4;1967;Generación X;77995;Navarra;0.83725
CLI1755;F;No;51;Si;Artista;+20años;Bajo;2;1973;Generación X;81331;Soria;0.7004
CLI1756;M;No;31;No;Médico;<10años;Bajo;3;1993;Millennial;23722;Alicante;2.066
CLI1757;F;Si;61;Si;Artista;+20años;Alto;5;1963;Baby Boomer;59890;Navarra;1.600
CLI1758;F;No;45;Si;Funcionario;+20años;Bajo;1;1979;Generación X;115681;Soria;1.698
CLI1759;M;Si;52;No;Ejecutivo;+20años;Alto;2;1972;Generación X;116629;Salamanca;0.75905
CLI1760;M;Si;57;Si;Artista;+20años;Bajo;3;1967;Generación X;59507;La Coruña;0.6222
CLI1761;F;Si;50;Si;Artista;+20años;Alto;4;1974;Generación X;27006;Huelva;0.79815
CLI1762;M;No;35;No;Funcionario;10-20años;Bajo;3;1989;Millennial;18899;Guipúzcoa;1.1
CLI1763;M;Si;86;Si;Servicios;+20años;Bajo;1;1938;Baby Boomer;85426;Segovia;1.365
CLI1764;M;No;50;;Artista;+20años;Bajo;1;1974;Generación X;94852;Alicante;0.56355
CLI1765;M;Si;43;No;Ejecutivo;+20años;Medio;7;1981;Millennial;117903;Badajoz;0.916
CLI1766;M;Si;42;No;Médico;+20años;Alto;4;1982;Millennial;103058;Ceuta;1.307
CLI1767;F;Si;55;Si;Artista;+20años;Medio;4;1969;Generación X;94822;Valencia;1.267
CLI1768;F;Si;58;Si;Ingeniero/Técnicos;+20años;Alto;4;1966;Generación X;76892;Ávila;1.287
CLI1769;M;No;47;Si;Artista;+20años;Bajo;1;1977;Generación X;29868;La Rioja;0.75905
CLI1770;M;Si;65;Si;Artista;+20años;Medio;3;1959;Baby Boomer;107399;Lérida;0.8177
CLI1771;F;No;42;No;Otros;+20años;Bajo;2;1982;Millennial;95339;Granada;1.583
CLI1772;M;Si;46;Si;Artista;+20años;Medio;2;1978;Generación X;42237;Melilla;1.678
CLI1773;M;Si;72;Si;Artista;+20años;Medio;2;1952;Baby Boomer;61772;Badajoz;1.737
CLI1774;M;Si;87;Si;Servicios;+20años;Bajo;2;1937;Baby Boomer;73342;Toledo;1.639
CLI1775;F;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;33363;Palencia;1.951
CLI1776;M;Si;46;Si;Otros;+20años;Bajo;2;1978;Generación X;108433;Guadalajara;1.717
CLI1777;M;Si;31;No;Ejecutivo;<10años;Bajo;7;1993;Millennial;29487;Zaragoza;0.985
CLI1778;M;Si;54;Si;Médico;+20años;Medio;2;1970;Generación X;23488;Cáceres;1.287
CLI1779;M;Si;64;Si;Artista;+20años;Bajo;2;1960;Baby Boomer;126261;Santa Cruz de Tenerife;1.756
CLI1780;M;Si;76;Si;Servicios;+20años;Alto;3;1948;Baby Boomer;83263;Granada;994
CLI1781;F;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;22431;Córdoba;0.916
CLI1782;F;Si;52;No;Ingeniero/Técnicos;+20años;Alto;2;1972;Generación X;116253;Alicante;1.072
CLI1783;F;No;28;Si;Negocios/empresa;<10años;Bajo;1;1996;Millennial;24981;Toledo;2.168
CLI1784;F;Si;42;Si;Construcción;+20años;Bajo;2;1982;Millennial;116511;Huelva;0.709
CLI1785;F;No;28;No;Ingeniero/Técnicos;<10años;Bajo;3;1996;Millennial;28673;Madrid;2.547
CLI1786;M;Si;84;No;Servicios;+20años;Bajo;1;1940;Baby Boomer;79017;Las Palmas;1.013
CLI1787;F;No;25;No;Funcionario;<10años;Bajo;5;1999;Millennial;28546;Ávila;1.236
CLI1788;M;No;42;Si;Negocios/empresa;+20años;Bajo;1;1982;Millennial;47129;Palencia;1.33
CLI1789;F;Si;54;Si;Artista;+20años;Medio;3;1970;Generación X;113550;Castellón;1.697
CLI1790;F;Si;62;Si;Servicios;+20años;Bajo;1;1962;Baby Boomer;120433;Salamanca;1.658
CLI1791;F;Si;78;Si;Artista;+20años;Alto;2;1946;Baby Boomer;55052;Zamora;1.580
CLI1792;F;No;43;No;Ingeniero/Técnicos;+20años;Bajo;3;1981;Millennial;59265;La Rioja;2.02
CLI1793;F;No;45;Si;Artista;+20años;Bajo;3;1979;Generación X;44739;Melilla;1.422
CLI1794;M;Si;73;No;Servicios;+20años;Bajo;1;1951;Baby Boomer;79198;Jaén;1.424
CLI1795;F;Si;30;No;Construcción;<10años;Bajo;1;1994;Millennial;21847;Valladolid;1.514
CLI1796;F;No;25;No;Funcionario;<10años;Bajo;3;1999;Millennial;23633;Madrid;2.444
CLI1797;F;Si;39;Si;Artista;10-20años;Medio;2;1985;Millennial;28053;Santa Cruz de Tenerife;1.399
CLI1798;F;Si;36;No;Artista;10-20años;Bajo;2;1988;Millennial;23570;Zamora;1.951
CLI1799;F;No;23;No;Ejecutivo;<10años;Bajo;1;2001;Millennial;21698;Jaén;1.581
CLI1800;F;Si;54;No;Ingeniero/Técnicos;+20años;Bajo;1;1970;Generación X;55203;Santa Cruz de Tenerife;1.072
CLI1801;M;Si;46;No;Ingeniero/Técnicos;+20años;Bajo;3;1978;Generación X;45445;Tarragona;1.365
CLI1802;M;No;43;Si;Artista;+20años;Bajo;1;1981;Millennial;84796;Baleares;1.514
CLI1803;M;Si;75;Si;Servicios;+20años;Bajo;1;1949;Baby Boomer;85655;Jaén;1.385
CLI1804;M;Si;63;Si;Artista;+20años;Bajo;1;1961;Baby Boomer;27338;Córdoba;1.404
CLI1805;M;No;42;Si;Artista;+20años;Bajo;1;1982;Millennial;48589;Navarra;1.031
CLI1806;F;Si;39;No;Ingeniero/Técnicos;10-20años;Medio;5;1985;Millennial;22857;Zaragoza;2.02
CLI1807;F;Si;45;Si;Negocios/empresa;+20años;Bajo;3;1979;Generación X;21411;León;1.353
CLI1808;M;Si;44;Si;Artista;+20años;Medio;4;1980;Generación X;77479;Cuenca;1.744
CLI1809;F;No;35;Si;Funcionario;10-20años;Bajo;3;1989;Millennial;23069;Cádiz;1.215
CLI1810;M;Si;58;Si;Artista;+20años;Medio;4;1966;Generación X;44590;Huesca;1.385
CLI1811;F;Si;42;Si;Construcción;+20años;Medio;3;1982;Millennial;103615;Navarra;1.721
CLI1812;F;Si;75;No;Negocios/empresa;+20años;Bajo;2;1949;Baby Boomer;84033;Ciudad Real;1.306
CLI1813;M;No;33;No;Ejecutivo;10-20años;Bajo;2;1991;Millennial;22032;Las Palmas;0.985
CLI1814;M;Si;57;No;Otros;+20años;Medio;5;1967;Generación X;42509;Álava;857
CLI1815;M;Si;88;Si;Servicios;+20años;Bajo;1;1936;Baby Boomer;98707;Salamanca;1.756
CLI1816;F;No;34;Si;Funcionario;10-20años;Bajo;7;1990;Millennial;30342;Córdoba;1.56
CLI1817;F;Si;42;No;Ejecutivo;+20años;Medio;4;1982;Millennial;85246;La Rioja;1.1
CLI1818;M;Si;96;No;Ejecutivo;+20años;Alto;2;1928;Baby Boomer;72257;Almería;1.170
CLI1819;M;No;25;No;Funcionario;<10años;Bajo;4;1999;Millennial;31227;Cáceres;1.788
CLI1820;M;No;50;Si;Artista;+20años;Bajo;1;1974;Generación X;82675;Huesca;857
CLI1821;M;Si;40;Si;Artista;10-20años;Medio;4;1984;Millennial;104904;La Coruña;1.79
CLI1822;M;Si;45;No;Ejecutivo;+20años;Alto;2;1979;Generación X;126659;Cuenca;1.077
CLI1823;F;Si;53;Si;Artista;+20años;Bajo;4;1971;Generación X;104429;Guadalajara;0.75905
CLI1824;M;Si;77;Si;Ejecutivo;+20años;Alto;5;1947;Baby Boomer;83117;Almería;955
CLI1825;F;Si;92;Si;Servicios;+20años;Alto;2;1932;Baby Boomer;101933;Cáceres;857
CLI1826;M;Si;43;Si;Funcionario;+20años;Medio;2;1981;Millennial;45594;Burgos;0.985
CLI1827;F;No;43;Si;Artista;+20años;Bajo;1;1981;Millennial;54625;Málaga;1.629
CLI1828;M;Si;55;Si;Artista;+20años;Medio;4;1969;Generación X;109342;Albacete;1.639
CLI1829;M;Si;44;Si;Médico;+20años;Bajo;5;1980;Generación X;80223;León;0.755
CLI1830;M;Si;43;Si;Artista;+20años;Medio;2;1981;Millennial;105376;Tarragona;0.663
CLI1831;M;Si;42;Si;Artista;+20años;Medio;3;1982;Millennial;46706;Toledo;1.054
CLI1832;M;Si;78;No;Servicios;+20años;Alto;2;1946;Baby Boomer;96338;Granada;11.305
CLI1833;F;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;19992;Alicante;1.652
CLI1834;M;Si;30;Si;Funcionario;<10años;Bajo;5;1994;Millennial;29545;Salamanca;1.169
CLI1835;M;Si;36;No;Funcionario;10-20años;Medio;3;1988;Millennial;27503;Barcelona;1.882
CLI1836;M;Si;41;No;Artista;10-20años;Medio;3;1983;Millennial;81723;Burgos;1.675
CLI1837;M;Si;81;Si;Servicios;+20años;Alto;2;1943;Baby Boomer;50339;Málaga;994
CLI1838;M;No;22;No;Negocios/empresa;<10años;Bajo;2;2002;Millennial;14369;Almería;2.271
CLI1839;F;Si;33;No;Otros;10-20años;Alto;4;1991;Millennial;24406;Madrid;0.939
CLI1840;M;No;24;No;Médico;<10años;Bajo;4;2000;Millennial;16643;Lugo;1.236
CLI1841;F;No;47;Si;Construcción;+20años;Bajo;1;1977;Generación X;67650;Guipúzcoa;1.580
CLI1842;M;No;40;Si;Artista;10-20años;Bajo;2;1984;Millennial;108221;Albacete;0.962
CLI1843;M;No;32;Si;Funcionario;10-20años;Bajo;2;1992;Millennial;27545;Vizcaya;1.031
CLI1844;F;No;47;Si;Otros;+20años;Bajo;6;1977;Generación X;114313;Zaragoza;1.189
CLI1845;M;No;42;Si;Otros;+20años;Bajo;1;1982;Millennial;35493;Jaén;1.859
CLI1846;F;Si;44;Si;Artista;+20años;Alto;5;1980;Generación X;47129;Valencia;1.33
CLI1847;F;Si;75;Si;Servicios;+20años;Alto;4;1949;Baby Boomer;75410;Castellón;1.326
CLI1848;M;Si;63;Si;Artista;+20años;Medio;1;1961;Baby Boomer;107691;Soria;1.737
CLI1849;F;No;39;Si;Otros;10-20años;Bajo;2;1985;Millennial;18968;Jaén;1.629
CLI1850;F;No;25;No;Médico;<10años;Bajo;4;1999;Millennial;31850;Tarragona;1.754
CLI1851;M;No;55;Si;Artista;+20años;Bajo;1;1969;Generación X;65932;Albacete;1.443
CLI1852;F;No;35;Si;Médico;10-20años;Bajo;5;1989;Millennial;18222;Álava;1.537
CLI1853;M;Si;65;Si;Otros;+20años;Bajo;1;1959;Baby Boomer;64478;Vizcaya;1.346
CLI1854;F;No;33;Si;Funcionario;10-20años;Bajo;5;1991;Millennial;20146;Melilla;1.744
CLI1855;F;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;23946;Cuenca;0.663
CLI1856;M;No;53;Si;Funcionario;+20años;Bajo;2;1971;Generación X;119587;Tarragona;1.482
CLI1857;M;No;32;No;Funcionario;10-20años;Bajo;4;1992;Millennial;26418;Lérida;1.882
CLI1858;F;Si;44;Si;Artista;+20años;Medio;2;1980;Generación X;38701;Lugo;1.33
CLI1859;M;Si;42;Si;Artista;+20años;Medio;3;1982;Millennial;71639;Córdoba;1.031
CLI1860;M;Si;40;No;Ingeniero/Técnicos;10-20años;Bajo;1;1984;Millennial;119570;Alicante;0.939
CLI1861;M;No;22;No;Funcionario;<10años;Bajo;4;2002;Millennial;14130;Murcia;1.961
CLI1862;M;No;32;No;Funcionario;10-20años;Bajo;3;1992;Millennial;23953;Teruel;0.755
CLI1863;M;Si;46;No;Ejecutivo;+20años;Alto;3;1978;Generación X;124681;Huelva;1.658
CLI1864;F;Si;39;Si;Otros;10-20años;Bajo;1;1985;Millennial;28287;La Coruña;0.847
CLI1865;F;Si;41;No;Ingeniero/Técnicos;10-20años;Medio;6;1983;Millennial;35989;Zamora;0.916
CLI1866;F;Si;57;No;Artista;+20años;Medio;4;1967;Generación X;128585;Valladolid;0.935
CLI1867;M;No;58;Si;Artista;+20años;Bajo;2;1966;Generación X;49806;Zaragoza;1.737
CLI1868;M;Si;33;No;Artista;10-20años;Alto;6;1991;Millennial;30549;Sevilla;1.583
